"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_16785","mlrA","HTH-type transcriptional regulator MlrA","277","0","86","390","76.30853994490359","100.0","inf","2.548868414530438e-129","9.905412432548188e-125","2.5398493416790226e-126"
"lysN","","2-aminoadipate transaminase","69","383","294","7","19.00826446280992","1.7948717948717947","0.004289444237224916","3.25557160268937e-129","1.265180236237143e-124","3.1629505905928574e-126"
"group_13267","lysN","2-aminoadipate transaminase","293","8","70","382","80.71625344352617","97.94871794871794","199.86785714285713","3.879812996567937e-127","1.5077729267262315e-122","3.677494943234711e-124"
"group_4407","ydgA_2","hypothetical protein","293","9","70","381","80.71625344352617","97.6923076923077","177.1952380952381","1.1295715465436946e-125","4.389740944178106e-121","1.0451764152805015e-122"
"yihG","","putative acyltransferase YihG","71","381","292","9","19.55922865013774","2.307692307692308","0.005743716966885988","6.939536207797495e-125","2.6968425610742625e-120","6.271726886219215e-122"
"ydcV_3","","Inner membrane ABC transporter permease protein YdcV","69","379","294","11","19.00826446280992","2.8205128205128207","0.006811695654515104","1.7031261245204554e-123","6.618688745111394e-119","1.5042474420707713e-120"
"group_9925","lexA_1","LexA repressor","295","13","68","377","81.26721763085399","96.66666666666667","125.80882352941177","7.549212697327949e-122","2.9337750384355876e-117","6.519500085412416e-119"
"group_12467","yihG","putative acyltransferase YihG","290","11","73","379","79.88980716253444","97.17948717948718","136.87422166874222","1.8232883165711124e-120","7.085663055858657e-116","1.5403615338823168e-117"
"ymgC","","putative protein YmgC","72","378","291","12","19.834710743801654","3.076923076923077","0.007854688267059401","9.853701137645036e-120","3.829345336111614e-115","8.147543268322582e-117"
"ariR","","putative two-component-system connector protein AriR","71","377","292","13","19.55922865013774","3.3333333333333335","0.008384506376948512","1.7115557448065636e-119","6.651447935467268e-115","1.385718319889014e-116"
"group_16801","","hypothetical protein","263","0","100","390","72.45179063360881","100.0","inf","2.5233905580660724e-119","9.80640038675637e-115","1.961280077351274e-116"
"group_16802","","hypothetical protein","263","0","100","390","72.45179063360881","100.0","inf","2.5233905580660724e-119","9.80640038675637e-115","1.961280077351274e-116"
"group_20415","","hypothetical protein","262","0","101","390","72.1763085399449","100.0","inf","1.226717588129047e-118","4.7672698909871025e-114","9.347588021543338e-116"
"group_12592","","hypothetical protein","261","0","102","390","71.900826446281","100.0","inf","5.9171083662699855e-118","2.299506653299842e-113","4.180921187817894e-115"
"group_16799","","hypothetical protein","261","0","102","390","71.900826446281","100.0","inf","5.9171083662699855e-118","2.299506653299842e-113","4.180921187817894e-115"
"group_16800","","Single-stranded DNA-binding protein","261","0","102","390","71.900826446281","100.0","inf","5.9171083662699855e-118","2.299506653299842e-113","4.180921187817894e-115"
"group_20414","","hypothetical protein","261","0","102","390","71.900826446281","100.0","inf","5.9171083662699855e-118","2.299506653299842e-113","4.180921187817894e-115"
"group_14497","","hypothetical protein","260","0","103","390","71.62534435261708","100.0","inf","2.8321693442438687e-117","1.1006376505600523e-112","1.9654243760000936e-114"
"group_16803","","hypothetical protein","259","0","104","390","71.34986225895317","100.0","inf","1.345280438515806e-116","5.228028840160124e-112","8.861065830779872e-114"
"group_20416","","hypothetical protein","259","0","104","390","71.34986225895317","100.0","inf","1.345280438515806e-116","5.228028840160124e-112","8.861065830779872e-114"
"group_20417","","hypothetical protein","259","0","104","390","71.34986225895317","100.0","inf","1.345280438515806e-116","5.228028840160124e-112","8.861065830779872e-114"
"group_12454","ydcV_3","Inner membrane ABC transporter permease protein YdcV","286","12","77","378","78.78787878787878","96.92307692307692","117.0","4.523331630512965e-116","1.7578571382499484e-111","2.9297618970832473e-113"
"group_16606","","hypothetical protein","264","2","99","388","72.72727272727273","99.48717948717949","517.3333333333334","1.1561271262593645e-115","4.492941238069142e-111","7.36547743945761e-113"
"intA_1","","Prophage integrase IntA","256","0","107","390","70.52341597796143","100.0","inf","1.3784059825878816e-114","5.356761329533026e-110","8.639937628279073e-112"
"group_10520","coaA_1","hypothetical protein","360","103","3","287","99.17355371900827","73.58974358974359","334.36893203883494","9.990162029407092e-114","3.882376767868184e-109","6.162502806139975e-111"
"eno_2","","Enolase","310","32","53","358","85.39944903581267","91.7948717948718","65.43632075471699","3.0788588797539875e-113","1.1965061378499945e-108","1.8407786736153763e-110"
"group_16857","","hypothetical protein","310","32","53","358","85.39944903581267","91.7948717948718","65.43632075471699","3.0788588797539875e-113","1.1965061378499945e-108","1.8407786736153763e-110"
"group_12406","","hypothetical protein","260","2","103","388","71.62534435261708","99.48717948717949","489.70873786407765","6.068961263451526e-113","2.3585197262025318e-108","3.5735147366705026e-110"
"crcB_2","","Putative fluoride ion transporter CrcB","307","30","56","360","84.57300275482093","92.3076923076923","65.78571428571429","1.645752855571331e-112","6.395724747321307e-108","9.545857831822846e-110"
"torZ_1","","Trimethylamine-N-oxide reductase 2","258","2","105","388","71.07438016528926","99.48717948717949","476.6857142857143","1.327575131860876e-111","5.159222477437736e-107","7.587091878584906e-109"
"yggP","","Mannitol-1-phosphate 5-dehydrogenase","360","111","3","279","99.17355371900827","71.53846153846153","301.6216216216216","9.418246621198984e-109","3.6601190019303494e-104","5.304520292652681e-106"
"bcsQ","","Cellulose biosynthesis protein BcsQ","358","106","5","284","98.62258953168043","72.82051282051282","191.83396226415095","1.7859433583499068e-108","6.940533079219407e-104","9.915047256027725e-106"
"bcsG_1","","Cellulose biosynthesis protein BcsG","356","101","7","289","98.07162534435263","74.1025641025641","145.52192362093353","2.2050587604560215e-108","8.569299354884191e-104","1.2069435711104494e-105"
"group_5921","","hypothetical protein","258","4","105","386","71.07438016528926","98.97435897435898","237.11428571428573","4.6931748629956044e-108","1.8238616152573518e-103","2.5331411323018776e-105"
"group_3169","","hypothetical protein","307","35","56","355","84.57300275482093","91.02564102564102","55.60459183673469","6.4767414493172765e-108","2.51699126203368e-103","3.447933235662575e-105"
"iutA","","Ferric aerobactin receptor","309","37","54","353","85.12396694214877","90.51282051282051","54.593093093093096","1.0857696240517296e-107","4.2195179129898313e-103","5.702051233770042e-105"
"group_5054","ydfJ","Putative transporter YdfJ","259","5","104","385","71.34986225895317","98.71794871794873","191.7596153846154","4.2431427549257324e-107","1.648970137419238e-102","2.1986268498923175e-104"
"group_14346","","hypothetical protein","269","12","94","378","74.10468319559229","96.92307692307692","90.1436170212766","4.8003336064558655e-104","1.8655056461408784e-99","2.4546126922906293e-101"
"group_16805","","hypothetical protein","309","41","54","349","85.12396694214877","89.48717948717949","48.70867208672087","4.982292941913985e-104","1.9362186830866127e-99","2.4823316449828368e-101"
"mbtI","","Salicylate synthase","309","41","54","349","85.12396694214877","89.48717948717949","48.70867208672087","4.982292941913985e-104","1.9362186830866127e-99","2.4823316449828368e-101"
"hypBA1_2","","Non-reducing end beta-L-arabinofuranosidase","288","24","75","366","79.33884297520662","93.84615384615384","58.56","6.61861294903832e-104","2.572125364255272e-99","3.255854891462369e-101"
"pikAV","","Thioesterase PikA5","308","41","55","349","84.84848484848484","89.48717948717949","47.66829268292683","3.025037250231888e-103","1.1755899761851165e-98","1.416373465283273e-100"
"irtA","","Iron import ATP-binding/permease protein IrtA","308","41","55","349","84.84848484848484","89.48717948717949","47.66829268292683","3.025037250231888e-103","1.1755899761851165e-98","1.416373465283273e-100"
"dhbE","","2,3-dihydroxybenzoate-AMP ligase","308","41","55","349","84.84848484848484","89.48717948717949","47.66829268292683","3.025037250231888e-103","1.1755899761851165e-98","1.416373465283273e-100"
"group_20419","","Putative multidrug export ATP-binding/permease protein","308","41","55","349","84.84848484848484","89.48717948717949","47.66829268292683","3.025037250231888e-103","1.1755899761851165e-98","1.416373465283273e-100"
"group_8057","yggP","Mannitol-1-phosphate 5-dehydrogenase","7","280","356","110","1.9283746556473829","28.205128205128204","0.007724719101123595","6.297656977502731e-103","2.4473954545971114e-98","2.9135660173775137e-100"
"hisI","","Histidine biosynthesis bifunctional protein HisIE","338","78","25","312","93.1129476584022","80.0","54.08","6.640553723793877e-102","2.5806519881407765e-97","3.0360611625185604e-99"
"group_14500","","hypothetical protein","306","41","57","349","84.29752066115702","89.48717948717949","45.69704749679076","1.0937999186982932e-101","4.2507252440453067e-97","4.9427037721457055e-99"
"dltA","","D-alanine--D-alanyl carrier protein ligase","302","39","61","351","83.19559228650138","90.0","44.557377049180324","2.349877045075565e-100","9.132092172572661e-96","1.0496657669623749e-97"
"intA_2","","Prophage integrase IntA","303","41","60","349","83.47107438016529","89.48717948717949","42.98658536585366","2.238052918287316e-99","8.697521251048167e-95","9.883546876191098e-97"
"yiaV","","Inner membrane protein YiaV","92","372","271","18","25.344352617079892","4.615384615384616","0.016426615879062016","2.2989685091373012e-98","8.93425142020938e-94","1.0038484741808293e-95"
"group_7619","yiaV","Inner membrane protein YiaV","271","19","92","371","74.65564738292011","95.12820512820512","57.517734553775746","2.856424070232471e-97","1.1100635221737427e-92","1.2334039135263808e-94"
"group_5328","bcsQ","Cellulose biosynthesis protein BcsQ","15","288","348","102","4.132231404958678","26.153846153846157","0.01526580459770115","3.459374268287997e-97","1.3443820281420814e-92","1.4773428880682213e-94"
"group_16907","","hypothetical protein","49","334","314","56","13.498622589531681","14.358974358974358","0.026164232045463212","3.6324714253642236e-96","1.4116510453250446e-91","1.534403310135918e-93"
"group_14980","","putative periplasmic iron-binding protein","307","49","56","341","84.57300275482093","87.43589743589743","38.15123906705539","5.713434209544699e-96","2.220354802513261e-91","2.3874782822723237e-93"
"group_3582","","hypothetical protein","226","0","137","390","62.25895316804407","100.0","inf","6.56026399920595e-96","2.549449795371416e-91","2.712180633373847e-93"
"tdeA","","Toxin and drug export protein A","296","39","67","351","81.5426997245179","90.0","39.76119402985075","7.731181343457927e-96","3.00449169369462e-91","3.1626228354680206e-93"
"ampG_2","","Anhydromuropeptide permease","298","41","65","349","82.09366391184572","89.48717948717949","39.02514071294559","1.3001132522568232e-95","5.052500120920466e-91","5.263020959292152e-93"
"dgcE_2","","putative diguanylate cyclase DgcE","293","37","70","353","80.71625344352617","90.51282051282051","39.933976833976836","3.185337444607211e-95","1.2378858377232545e-90","1.2761709667250046e-92"
"group_5076","bcsC","Cellulose synthase operon protein C","14","282","349","108","3.8567493112947657","27.692307692307693","0.01536304334572944","6.238622689583283e-95","2.4244535496258556e-90","2.473932193495771e-92"
"group_3384","","hypothetical protein","269","20","94","370","74.10468319559229","94.87179487179486","52.941489361702125","7.174010512680502e-95","2.7879639654378964e-90","2.8161252176140367e-92"
"iucB","","N(6)-hydroxylysine O-acetyltransferase","276","25","87","365","76.03305785123968","93.58974358974359","46.317241379310346","1.7446978099246586e-94","6.780244628929209e-90","6.780244628929209e-92"
"bcsC","","Cellulose synthase operon protein C","349","110","14","280","96.14325068870524","71.7948717948718","63.45454545454545","1.0159740476171004e-93","3.948278343849576e-89","3.909186479058986e-91"
"group_3757","","hypothetical protein","68","349","295","41","18.732782369146005","10.512820512820513","0.027079792142198047","2.0614935112183117e-93","8.011376083296604e-89","7.854290277741768e-91"
"macA_2","","Macrolide export protein MacA","296","42","67","348","81.5426997245179","89.23076923076924","36.60554371002132","2.645582551978486e-93","1.0281262913498792e-88","9.885829724518068e-91"
"macB_2","","Macrolide export ATP-binding/permease protein MacB","296","42","67","348","81.5426997245179","89.23076923076924","36.60554371002132","2.645582551978486e-93","1.0281262913498792e-88","9.885829724518068e-91"
"mntB_2","","Manganese transport system membrane protein MntB","315","61","48","329","86.77685950413223","84.35897435897436","35.39446721311475","3.171360996367607e-93","1.2324543104083795e-88","1.1626927456682824e-90"
"mntB_1","","Manganese transport system ATP-binding protein MntB","315","61","48","329","86.77685950413223","84.35897435897436","35.39446721311475","3.171360996367607e-93","1.2324543104083795e-88","1.1626927456682824e-90"
"group_3437","","hypothetical protein","225","1","138","389","61.98347107438017","99.74358974358975","634.2391304347826","4.196572357404532e-93","1.6308719495345492e-88","1.5241793920883638e-90"
"group_5414","","hypothetical protein","299","46","64","344","82.36914600550963","88.2051282051282","34.9375","3.57621424891886e-92","1.3897883814148473e-87","1.2868410939026365e-89"
"iucD","","L-lysine N6-monooxygenase","308","55","55","335","84.84848484848484","85.8974358974359","34.10909090909091","5.1301981168143915e-92","1.9936975921564089e-87","1.812452356505826e-89"
"iucA","","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","308","55","55","335","84.84848484848484","85.8974358974359","34.10909090909091","5.1301981168143915e-92","1.9936975921564089e-87","1.812452356505826e-89"
"yehR","","putative lipoprotein YehR","333","91","30","299","91.73553719008265","76.66666666666667","36.47142857142857","1.0863102524636772e-88","4.2216189031243425e-84","3.7580601653594025e-86"
"group_10870","yehR","putative lipoprotein YehR","30","299","333","91","8.264462809917356","23.333333333333332","0.027418723070896985","1.0863102524636772e-88","4.2216189031243425e-84","3.7580601653594025e-86"
"cvaC","","Colicin-V","261","21","102","369","71.900826446281","94.61538461538461","44.96218487394958","1.0927404628830542e-88","4.246607986856125e-84","3.7580601653594025e-86"
"group_16840","","Sugar transporter SemiSWEET","262","22","101","368","72.1763085399449","94.35897435897435","43.39153915391539","2.6435010447279356e-88","1.0273173760021704e-83","9.0115559298436e-86"
"group_8991","","hypothetical protein","349","120","14","270","96.14325068870524","69.23076923076923","56.089285714285715","8.852814766571769e-88","3.440380874585121e-83","2.9916355431174965e-85"
"group_6347","","hypothetical protein","350","122","13","268","96.41873278236915","68.71794871794872","59.14249684741488","1.0256533602827525e-87","3.985894088730833e-83","3.4361155937334767e-85"
"group_4934","","hypothetical protein","299","53","64","337","82.36914600550963","86.41025641025641","29.706073113207548","6.940032684508002e-87","2.6970355018535e-82","2.305158548592735e-84"
"rbsK_2","","Ribokinase","338","103","25","287","93.1129476584022","73.58974358974359","37.67223300970874","3.862854340013506e-86","1.5011824536160487e-81","1.2721885200136006e-83"
"cspJ","","Cold shock-like protein CspJ","47","317","316","73","12.947658402203857","18.71794871794872","0.03425108812841912","1.0105978532745531e-85","3.9273853773955684e-81","3.300323846550898e-83"
"group_7526","hisI","Histidine biosynthesis bifunctional protein HisIE","21","279","342","111","5.785123966942149","28.46153846153846","0.024429352952273158","2.571463088845795e-85","9.993219855872527e-81","8.327683213227107e-83"
"mntB_3","","Manganese transport system membrane protein MntB","273","33","90","357","75.20661157024794","91.53846153846153","32.81515151515151","4.6449775936008015e-85","1.8051311924251434e-80","1.4918439606819367e-82"
"group_6602","","hypothetical protein","258","23","105","367","71.07438016528926","94.1025641025641","39.20745341614907","7.82674894076966e-85","3.0416311733619053e-80","2.4931403060343485e-82"
"mshA","","D-inositol-3-phosphate glycosyltransferase","5","243","358","147","1.3774104683195594","37.69230769230769","0.008448858541968411","1.0060547654779744e-84","3.909730029600504e-80","3.1711016881065487e-82"
"kdgM","","hypothetical protein","342","112","21","278","94.21487603305785","71.28205128205128","40.423469387755105","1.0118280307889765e-84","3.93216609325212e-80","3.1711016881065487e-82"
"group_2818","","hypothetical protein","300","57","63","333","82.64462809917356","85.38461538461539","27.81954887218045","1.2090793825385969e-84","4.6987242964214954e-80","3.7482537500310783e-82"
"group_4940","","hypothetical protein","280","39","83","351","77.13498622589532","90.0","30.36144578313253","1.2152744905149397e-84","4.722799725039159e-80","3.7482537500310783e-82"
"group_12586","","hypothetical protein","350","129","13","261","96.41873278236915","66.92307692307692","54.47227191413238","4.731732439651881e-84","1.838845860697514e-79","1.4479101265334754e-81"
"rrrD_2","","Lysozyme RrrD","29","290","334","100","7.988980716253444","25.64102564102564","0.029940119760479042","4.8547538954989185e-84","1.8866544588687896e-79","1.473948795991242e-81"
"group_39327","","hypothetical protein","29","289","334","101","7.988980716253444","25.8974358974359","0.03034415597870004","1.9712474320555094e-83","7.660661770454121e-79","5.938497496476063e-81"
"gnd","","6-phosphogluconate dehydrogenase, decarboxylating","23","279","340","111","6.336088154269973","28.46153846153846","0.02691334598355471","2.3124123596541675e-83","8.986496912088025e-79","6.912689932375404e-81"
"group_20413","","hypothetical protein","203","0","160","390","55.9228650137741","100.0","inf","4.670229563919689e-83","1.8149446131304693e-78","1.38545390315303e-80"
"speG","","Spermidine N(1)-acetyltransferase","312","72","51","318","85.9504132231405","81.53846153846153","27.019607843137255","4.7340163412239655e-83","1.8397334305264575e-78","1.3937374473685284e-80"
"group_13683","speG","Spermidine N(1)-acetyltransferase","51","316","312","74","14.049586776859504","18.974358974358974","0.03827896786757546","5.809878275151521e-82","2.257834895289384e-77","1.6976202220220934e-79"
"group_4710","","hypothetical protein","282","44","81","346","77.68595041322314","88.71794871794872","27.377104377104377","7.441607594618563e-82","2.891957543420666e-77","2.1581772712094523e-79"
"group_3803","","hypothetical protein","250","21","113","369","68.87052341597796","94.61538461538461","38.874841972187106","7.566228473404026e-82","2.9403877093342723e-77","2.1780649698772386e-79"
"fyuA","","Pesticin receptor","273","37","90","353","75.20661157024794","90.51282051282051","28.93963963963964","1.5242924669367882e-81","5.923705385009746e-77","4.3238725438027347e-79"
"COQ5","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","273","37","90","353","75.20661157024794","90.51282051282051","28.93963963963964","1.5242924669367882e-81","5.923705385009746e-77","4.3238725438027347e-79"
"group_20457","","hypothetical protein","282","45","81","345","77.68595041322314","88.46153846153845","26.691358024691358","4.760910884032942e-81","1.850185187752882e-76","1.3310684803977567e-78"
"fes_2","","Enterochelin esterase","282","45","81","345","77.68595041322314","88.46153846153845","26.691358024691358","4.760910884032942e-81","1.850185187752882e-76","1.3310684803977567e-78"
"algC_1","","Phosphomannomutase/phosphoglucomutase","265","32","98","358","73.00275482093664","91.7948717948718","30.251913265306122","6.066850336866875e-81","2.357699377913205e-76","1.684070984223718e-78"
"group_14496","","hypothetical protein","198","0","165","390","54.54545454545454","100.0","inf","2.0994256416514248e-80","8.158787928585767e-76","5.786374417436714e-78"
"ydfO_2","","putative protein YdfO","3","228","360","162","0.8264462809917356","41.53846153846154","0.0059210526315789476","2.8984225402211952e-80","1.1263849675807608e-75","7.932288504089865e-78"
"group_5144","","hypothetical protein","347","130","16","260","95.59228650137742","66.66666666666666","43.375","6.629437106311717e-80","2.5763318482548596e-75","1.8016306631152865e-77"
"group_12578","","hypothetical protein","341","119","22","271","93.93939393939394","69.48717948717949","35.29831932773109","1.158676188230174e-79","4.502847402700102e-75","3.1269773629861823e-77"
"group_12736","","hypothetical protein","6","236","357","154","1.6528925619834711","39.48717948717949","0.010967098703888335","1.3301714439091157e-79","5.169312265319605e-75","3.565042941599728e-77"
"group_12737","","hypothetical protein","8","239","355","151","2.203856749311295","38.71794871794872","0.01423772762095586","1.444301231623689e-78","5.61284344633598e-74","3.8444133194082054e-76"
"iucC","","Aerobactin synthase","283","50","80","340","77.96143250688705","87.17948717948718","24.055","3.8710447233210674e-78","1.5043654003770332e-73","1.0233778233857369e-75"
"group_4007","","hypothetical protein","347","134","16","256","95.59228650137742","65.64102564102564","41.43283582089552","5.340494226870649e-78","2.0754228664464716e-73","1.4023127475989672e-75"
"group_6342","","hypothetical protein","332","108","31","282","91.46005509641874","72.3076923076923","27.96415770609319","1.585378559540008e-77","6.161098158084379e-73","4.13496520676804e-75"
"group_7779","","hypothetical protein","20","263","343","127","5.5096418732782375","32.56410256410256","0.02815683579243756","1.6146067819970845e-77","6.27468487619707e-73","4.1831232507980465e-75"
"pfeA","","Ferric enterobactin receptor","276","45","87","345","76.03305785123968","88.46153846153845","24.32183908045977","2.6605300485408444e-77","1.0339351874639429e-72","6.847252897112205e-75"
"group_2556","","hypothetical protein","30","279","333","111","8.264462809917356","28.46153846153846","0.035842293906810034","6.633085051689459e-77","2.5777495127875574e-72","1.6958878373602352e-74"
"group_4650","","hypothetical protein","14","249","349","141","3.8567493112947657","36.15384615384615","0.02271550384920772","1.7565097515317843e-76","6.82614819640282e-72","4.461534768890732e-74"
"ydfJ","","Putative transporter YdfJ","86","343","277","47","23.69146005509642","12.051282051282051","0.04254244245403164","2.2541311195920992e-76","8.760004356958815e-72","5.688314517505724e-74"
"group_40614","","hypothetical protein","268","41","95","349","73.82920110192838","89.48717948717949","24.013350449293966","1.7190340408742884e-75","6.680510089645659e-71","4.310006509448813e-73"
"relE","","mRNA interferase toxin RelE","16","251","347","139","4.40771349862259","35.64102564102564","0.025534748613614707","2.2388698538222057e-75","8.700696025923856e-71","5.541844602499271e-73"
"relB","","Antitoxin RelB","16","251","347","139","4.40771349862259","35.64102564102564","0.025534748613614707","2.2388698538222057e-75","8.700696025923856e-71","5.541844602499271e-73"
