"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_28804","","hypothetical protein","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"group_28805","","hypothetical protein","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"group_28806","yadA","Adhesin YadA","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"subA","","Subtilase cytotoxin subunit A","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"group_28817","","hypothetical protein","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"group_28818","","hypothetical protein","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"group_28821","","hypothetical protein","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"group_28822","","IS110 family transposase ISSso6","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"group_28824","","hypothetical protein","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"ompA_2","","Outer membrane protein A","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"hybF_2","","Hydrogenase maturation factor HybF","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"aggB","","Protein AggB","23","0","50","680","31.506849315068493","100.0","inf","1.407191545938308e-25","5.468627785825452e-21","7.595316369202017e-23"
"repB","","RepFIB replication protein A","13","538","60","142","17.80821917808219","20.88235294117647","0.05718711276332094","1.4772369424492105e-25","5.740838205746122e-21","7.864161925679619e-23"
"group_10404","","hypothetical protein","28","6","45","674","38.35616438356164","99.11764705882354","69.8962962962963","1.6221699772619029e-25","6.304076965635207e-21","8.519022926534064e-23"
"group_1692","","hypothetical protein","24","1","49","679","32.87671232876712","99.8529411764706","332.57142857142856","2.2540925518837143e-25","8.75985447513049e-21","1.1679805966840653e-22"
"group_7321","","hypothetical protein","27","5","46","675","36.986301369863014","99.26470588235294","79.23913043478261","4.0541380987050734e-25","1.5755191479187656e-20","2.0730515104194283e-22"
"xerC_4","","Tyrosine recombinase XerC","13","533","60","147","17.80821917808219","21.61764705882353","0.05975609756097561","7.42232954335098e-25","2.8844657071370576e-20","3.746059359918257e-22"
"group_14755","","hypothetical protein","39","36","34","644","53.42465753424658","94.70588235294117","20.519607843137255","1.4888862688282358e-24","5.78610981792029e-20","7.418089510154217e-22"
"group_15565","","hypothetical protein","25","3","48","677","34.24657534246575","99.55882352941177","117.53472222222223","1.7432919515207692e-24","6.774781182000014e-20","8.575672382278498e-22"
"group_4140","","hypothetical protein","53","102","20","578","72.6027397260274","85.0","15.016666666666667","2.0656559610744095e-24","8.027552195927371e-20","1.0034440244909214e-21"
"group_11689","","hypothetical protein","27","6","46","674","36.986301369863014","99.11764705882354","65.93478260869566","2.092689337383953e-24","8.132609302941518e-20","1.0040258398693231e-21"
"group_15695","","hypothetical protein","24","2","49","678","32.87671232876712","99.70588235294117","166.0408163265306","2.741008152068644e-24","1.0652105880569163e-19","1.1148373207216191e-21"
"group_18020","nohA_2","Prophage DNA-packing protein NohA","24","2","49","678","32.87671232876712","99.70588235294117","166.0408163265306","2.741008152068644e-24","1.0652105880569163e-19","1.1148373207216191e-21"
"group_18922","","hypothetical protein","24","2","49","678","32.87671232876712","99.70588235294117","166.0408163265306","2.741008152068644e-24","1.0652105880569163e-19","1.1148373207216191e-21"
"ptlE","","Type IV secretion system protein PtlE","24","2","49","678","32.87671232876712","99.70588235294117","166.0408163265306","2.741008152068644e-24","1.0652105880569163e-19","1.1148373207216191e-21"
"group_18925","","hypothetical protein","24","2","49","678","32.87671232876712","99.70588235294117","166.0408163265306","2.741008152068644e-24","1.0652105880569163e-19","1.1148373207216191e-21"
"group_18926","","hypothetical protein","24","2","49","678","32.87671232876712","99.70588235294117","166.0408163265306","2.741008152068644e-24","1.0652105880569163e-19","1.1148373207216191e-21"
"group_28802","","hypothetical protein","24","2","49","678","32.87671232876712","99.70588235294117","166.0408163265306","2.741008152068644e-24","1.0652105880569163e-19","1.1148373207216191e-21"
"group_18928","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_22669","caf1M","Chaperone protein caf1M","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_25209","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28033","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28034","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28036","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28037","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28038","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28040","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28052","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28815","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28816","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"norV_2","","Anaerobic nitric oxide reductase flavorubredoxin","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28828","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28830","mprA_2","Transcriptional repressor MprA","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28831","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28832","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28833","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28834","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_28835","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_5682","","hypothetical protein","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_8496","ulaC_2","Ascorbate-specific PTS system EIIA component","23","1","50","679","31.506849315068493","99.8529411764706","312.34","3.1555788502747695e-24","1.226321052793781e-19","1.1148373207216191e-21"
"group_24387","","hypothetical protein","28","8","45","672","38.35616438356164","98.82352941176471","52.266666666666666","3.2221489468801642e-24","1.2521915237365695e-19","1.1180281461933656e-21"
"group_25747","","hypothetical protein","28","8","45","672","38.35616438356164","98.82352941176471","52.266666666666666","3.2221489468801642e-24","1.2521915237365695e-19","1.1180281461933656e-21"
"fliD","","Flagellar hook-associated protein 2","72","286","1","394","98.63013698630137","57.94117647058824","99.18881118881119","3.749536328446481e-24","1.4571448079608717e-19","1.2895086796113908e-21"
"rep_3","","ATP-dependent DNA helicase Rep","26","5","47","675","35.61643835616438","99.26470588235294","74.68085106382979","5.258574668928725e-24","2.0435872878390812e-19","1.7926204279290185e-21"
"group_15383","","hypothetical protein","30","13","43","667","41.0958904109589","98.08823529411764","35.796064400715565","1.1102483854892077e-23","4.314647275688159e-19","3.751867196250573e-21"
"group_7980","","hypothetical protein","25","4","48","676","34.24657534246575","99.41176470588235","88.02083333333333","1.183464628816542e-23","4.599180240506846e-19","3.964810552161074e-21"
"ygjH","","tRNA-binding protein YgjH","33","636","40","44","45.20547945205479","6.470588235294119","0.05707547169811321","2.3545897030257906e-23","9.150406503898828e-19","7.820860259742587e-21"
