"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_14616","","hypothetical protein","177","91","28","457","86.34146341463415","83.3941605839416","31.74607535321821","4.934526297175121e-72","1.9176556096081958e-67","5.992673780025612e-69"
"group_4651","","hypothetical protein","10","403","195","145","4.878048780487805","26.459854014598537","0.01845135840173061","9.315926247312743e-72","3.6203552582306785e-67","1.0970773509789936e-68"
"group_7779","","hypothetical protein","181","102","24","446","88.29268292682927","81.38686131386861","32.97630718954248","1.393408133898205e-71","5.415062689955204e-67","1.5926654970456482e-68"
"group_3091","","hypothetical protein","186","116","19","432","90.73170731707317","78.83211678832117","36.457350272232304","1.734544546417887e-71","6.740787016289193e-67","1.925939147511198e-68"
"group_16870","","hypothetical protein","187","119","18","429","91.21951219512195","78.28467153284672","37.45238095238095","1.8072322100776027e-71","7.02326581480358e-67","1.9509071707787723e-68"
"ugd","","UDP-glucose 6-dehydrogenase","0","352","205","196","0.0","35.76642335766424","0.0","2.033966659397873e-71","7.904401231752014e-67","2.1363246572302742e-68"
"group_16372","dapH","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","204","190","1","358","99.51219512195122","65.32846715328468","384.37894736842105","5.091435096429483e-71","1.9786335071744258e-66","5.206930282037962e-68"
"group_6574","","hypothetical protein","14","413","191","135","6.829268292682928","24.635036496350367","0.023959535007542818","3.2455220186232185e-70","1.2612747668773552e-65","3.23403786378809e-67"
"mntB_2","","Manganese transport system membrane protein MntB","4","372","201","176","1.951219512195122","32.11678832116788","0.009415289145669503","7.060267679534479e-70","2.743761225620689e-65","6.692100550294364e-67"
"mntB_1","","Manganese transport system ATP-binding protein MntB","4","372","201","176","1.951219512195122","32.11678832116788","0.009415289145669503","7.060267679534479e-70","2.743761225620689e-65","6.692100550294364e-67"
"dasR","","HTH-type transcriptional repressor DasR","17","421","188","127","8.292682926829269","23.175182481751825","0.027278010815181684","1.4253859402980472e-69","5.539334841186271e-65","1.3188892479014932e-66"
"group_8976","galF","UTP--glucose-1-phosphate uridylyltransferase","0","346","205","202","0.0","36.86131386861314","0.0","2.587994320059802e-69","1.0057463526616401e-64","2.3389450061898608e-66"
"bcsG_1","","Cellulose biosynthesis protein BcsG","22","435","183","113","10.731707317073171","20.62043795620438","0.031229194146096352","2.7110518708721907e-69","1.0535689780583508e-64","2.3944749501326154e-66"
"bcsQ","","Cellulose biosynthesis protein BcsQ","24","440","181","108","11.707317073170733","19.708029197080293","0.032546459065796084","4.0856473748963787e-69","1.5877642828322307e-64","3.528365072960513e-66"
"bcsG_2","","Cellulose biosynthesis protein BcsG","45","486","160","62","21.951219512195124","11.313868613138686","0.03587962962962963","4.292579316430487e-69","1.668182173951216e-64","3.6264829868504695e-66"
"group_11158","","hypothetical protein","145","39","60","509","70.73170731707317","92.88321167883211","31.54059829059829","1.423195941654756e-68","5.530824068458712e-64","1.1767710783954707e-65"
"galF","","UTP--glucose-1-phosphate uridylyltransferase","199","171","6","377","97.07317073170731","68.7956204379562","73.12183235867447","1.5918236312220182e-68","6.186144995655007e-64","1.2887802074281264e-65"
"relE","","mRNA interferase toxin RelE","174","93","31","455","84.8780487804878","83.02919708029196","27.46097814776275","4.427760821460834e-68","1.7207164104361094e-63","3.4414328208722187e-65"
"relB","","Antitoxin RelB","174","93","31","455","84.8780487804878","83.02919708029196","27.46097814776275","4.427760821460834e-68","1.7207164104361094e-63","3.4414328208722187e-65"
"group_11157","","hypothetical protein","60","508","145","40","29.268292682926827","7.2992700729927","0.0325821341297855","5.893466278784128e-68","2.2903188652610876e-63","4.490821304433505e-65"
"flxA","","Protein FlxA","174","98","31","450","84.8780487804878","82.11678832116789","25.773535220539827","5.612783562651136e-66","2.1812399481174842e-61","4.194692207918239e-63"
"group_16871","","hypothetical protein","180","115","25","433","87.8048780487805","79.01459854014598","27.109565217391303","2.654141694917787e-65","1.0314525454789504e-60","1.9461368782621704e-62"
"gnsA_2","","Protein GnsA","167","87","38","461","81.46341463414633","84.12408759124088","23.287053841500303","6.90042556702703e-64","2.681643383858044e-59","4.9660062664037856e-61"
"group_14980","","putative periplasmic iron-binding protein","4","352","201","196","1.951219512195122","35.76642335766424","0.011080958842152872","1.0070943198687198e-63","3.913769945873819e-59","7.115945356134217e-61"
"group_9785","kdgM","hypothetical protein","170","95","35","453","82.92682926829268","82.66423357664233","23.160902255639098","2.431560743725794e-63","9.449531362267181e-59","1.687416314690568e-60"
"ydfR","","putative protein YdfR","157","69","48","479","76.58536585365854","87.40875912408758","22.706219806763286","6.109674946516475e-63","2.3743418777152326e-58","4.165512066167075e-60"
"group_12690","","hypothetical protein","115","13","90","535","56.09756097560976","97.62773722627736","52.585470085470085","7.68866943523481e-63","2.9879707159209518e-58","5.151673648139572e-60"
"group_4650","","hypothetical protein","169","94","36","454","82.4390243902439","82.84671532846716","22.673167848699762","8.237033477830958e-63","3.201075950154667e-58","5.425552457889266e-60"
"group_5328","bcsQ","Cellulose biosynthesis protein BcsQ","180","123","25","425","87.8048780487805","77.55474452554745","24.878048780487806","2.6399569858832947e-62","1.025940083853966e-57","1.7099001397566098e-59"
"ydfO_2","","putative protein YdfO","158","73","47","475","77.07317073170732","86.67883211678831","21.874089186825998","5.842239894323926e-62","2.2704112677321643e-57","2.433304326660655e-59"
"fliI_2","","Flagellum-specific ATP synthase","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_16879","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_16880","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgB_2","","Flagellar basal body rod protein FlgB","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliR_2","","Flagellar biosynthetic protein FliR","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20515","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliP_2","","Flagellar biosynthetic protein FliP","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20517","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20518","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"vnfA","","Nitrogen fixation protein VnfA","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliE_2","","Flagellar hook-basal body complex protein FliE","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliF_2","","Flagellar M-ring protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliG_2","","Flagellar motor switch protein FliG","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20523","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20524","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"tagD","","Glycerol-3-phosphate cytidylyltransferase","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20526","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20527","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20528","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgC_2","","Flagellar basal-body rod protein FlgC","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgE_2","","Flagellar hook protein FlgE","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgF_2","","Flagellar basal-body rod protein FlgF","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgG_2","","Flagellar basal-body rod protein FlgG","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgH_2","","Flagellar L-ring protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgI_2","","Flagellar P-ring protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"flgL_2","","Flagellar hook-associated protein 3","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20537","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20538","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliC1","","Flagellin 1","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliD_2","","Flagellar hook-associated protein 2","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"fliS_2","","Flagellar secretion chaperone FliS","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20542","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20543","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"group_20544","","hypothetical protein","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"lafS","","RNA polymerase sigma factor for flagellar operon","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"lafT","","Chemotaxis protein LafT","115","14","90","534","56.09756097560976","97.44525547445255","48.73809523809524","6.073555650406143e-62","2.3603051968608353e-57","2.433304326660655e-59"
"bcsC","","Cellulose synthase operon protein C","28","431","177","117","13.658536585365855","21.350364963503647","0.042943096464666326","1.671085665805081e-61","6.494173114451705e-57","6.55977082267849e-59"
"group_3310","hokC","Toxic protein HokC","177","117","28","431","86.34146341463415","78.64963503649635","23.286630036630036","1.671085665805081e-61","6.494173114451705e-57","6.55977082267849e-59"
"bcsE","","Cyclic di-GMP binding protein BcsE","35","448","170","100","17.073170731707318","18.248175182481752","0.04595588235294118","2.5678624777142912e-61","9.979227160893278e-57","9.979227160893278e-59"
"group_20535","","hypothetical protein","114","14","91","534","55.60975609756098","97.44525547445255","47.783359497645215","3.7202168501795004e-61","1.4457506723167575e-56","1.4314363092245124e-58"
"group_16882","","hypothetical protein","115","15","90","533","56.09756097560976","97.26277372262774","45.403703703703705","4.5114024268181224e-61","1.7532212111100586e-56","1.7188443246177045e-58"
"iutA","","Ferric aerobactin receptor","4","342","201","206","1.951219512195122","37.591240875912405","0.01198684937883681","8.923516248170078e-61","3.467856884363856e-56","3.366851344042579e-58"
"group_5076","bcsC","Cellulose synthase operon protein C","177","119","28","429","86.34146341463415","78.28467153284672","22.789015606242497","9.170037286809332e-61","3.5636598903998427e-56","3.426596048461387e-58"
"flhB_2","","Flagellar biosynthetic protein FlhB","112","13","93","535","54.63414634146342","97.62773722627736","49.5616211745244","1.7625519574784e-60","6.849629417152559e-56","6.523456587764342e-58"
"group_6062","","hypothetical protein","174","114","31","434","84.8780487804878","79.1970802919708","21.36842105263158","1.0402056504031424e-59","4.042447198596692e-55","3.813629432638389e-57"
"eno_2","","Enolase","4","338","201","210","1.951219512195122","38.32116788321168","0.012364214430804557","1.5467990181797757e-59","6.0111703444502445e-55","5.51483517839472e-57"
"group_16857","","hypothetical protein","4","338","201","210","1.951219512195122","38.32116788321168","0.012364214430804557","1.5467990181797757e-59","6.0111703444502445e-55","5.51483517839472e-57"
"group_3169","","hypothetical protein","4","338","201","210","1.951219512195122","38.32116788321168","0.012364214430804557","1.5467990181797757e-59","6.0111703444502445e-55","5.51483517839472e-57"
"bcsA","","Cellulose synthase catalytic subunit [UDP-forming]","60","492","145","56","29.268292682926827","10.218978102189782","0.04709840201850295","4.3127044208517e-59","1.6760031920313874e-54","1.5236392654830795e-56"
"group_5371","rbsK_1","Ribokinase","174","118","31","430","84.8780487804878","78.46715328467153","20.45379989065063","3.0560009598165993e-58","1.1876230930039268e-53","1.069930714417952e-55"
"crcB_2","","Putative fluoride ion transporter CrcB","4","333","201","215","1.951219512195122","39.23357664233576","0.012848669565087475","3.61129707581794e-58","1.4034222696043678e-53","1.2530555978610427e-55"
"rrrD_2","","Lysozyme RrrD","181","138","24","410","88.29268292682927","74.81751824817519","22.406400966183575","5.114377881289026e-58","1.9875495322265413e-53","1.7588933913509214e-55"
"group_5904","","hypothetical protein","161","89","44","459","78.53658536585367","83.75912408759125","18.871041879468844","1.1450167575696059e-57","4.449764123267002e-53","3.903301862514914e-55"
"group_8220","bcsE","Cyclic di-GMP binding protein BcsE","163","97","42","451","79.51219512195122","82.2992700729927","18.044428080510556","3.2703898691318473e-56","1.2709389109420185e-51","1.105164270384364e-53"
"group_6423","","ISNCY family transposase ISEsa1","146","64","59","484","71.21951219512195","88.32116788321169","18.713983050847457","4.855735602488699e-56","1.8870359698391583e-51","1.6267551464130675e-53"
"ymgC","","putative protein YmgC","204","246","1","302","99.51219512195122","55.1094890510949","250.4390243902439","6.111806156011505e-55","2.375170108349191e-50","2.0300599216659753e-52"
"ycgZ","","putative two-component-system connector protein YcgZ","205","257","0","291","100.0","53.102189781021906","inf","3.391518087924412e-54","1.318011759329185e-49","1.1169591180755805e-51"
"tdeA","","Toxin and drug export protein A","6","329","199","219","2.9268292682926833","39.96350364963504","0.020069954636403903","3.4777530132955324e-54","1.3515243760269098e-49","1.1357347697705124e-51"
"group_2549","bcsA","Cellulose synthase catalytic subunit [UDP-forming]","163","103","42","445","79.51219512195122","81.2043795620438","16.767221451687472","6.241141055668579e-54","2.425432237053923e-49","2.021193530878269e-51"
"group_14491","","hypothetical protein","2","305","203","243","0.975609756097561","44.34306569343065","0.007849471049018815","8.396011726320111e-54","3.2628580770825216e-49","2.6965769232086956e-51"
"group_12738","","hypothetical protein","142","62","63","486","69.26829268292683","88.6861313868613","17.668202764976957","8.4828210942062e-54","3.2965939336304135e-49","2.7021261751068965e-51"
"group_3384","","hypothetical protein","0","289","205","259","0.0","47.262773722627735","0.0","1.1147737434332014e-53","4.332233721730107e-49","3.522141237178949e-51"
"yfaL_2","","putative autotransporter YfaL","10","346","195","202","4.878048780487805","36.86131386861314","0.02993923225137098","1.3150962088470447e-53","5.110726886821385e-49","4.121553940984988e-51"
"group_20457","","hypothetical protein","5","322","200","226","2.4390243902439024","41.24087591240876","0.017546583850931677","1.4096285369643218e-53","5.4780984203507476e-49","4.34769715900853e-51"
"fes_2","","Enterochelin esterase","5","322","200","226","2.4390243902439024","41.24087591240876","0.017546583850931677","1.4096285369643218e-53","5.4780984203507476e-49","4.34769715900853e-51"
"group_4710","","hypothetical protein","5","321","200","227","2.4390243902439024","41.42335766423358","0.017679127725856697","2.0180032902184435e-53","7.842364386446915e-49","6.175090068068437e-51"
"group_6213","lapB_2","hypothetical protein","2","302","203","246","0.975609756097561","44.89051094890511","0.008025315629791538","3.8825057134944486e-53","1.5088193703782126e-48","1.1787651331079786e-50"
"yphF","","ABC transporter periplasmic-binding protein YphF","203","250","2","298","99.02439024390245","54.379562043795616","120.988","4.260429278120423e-52","1.6556880260631588e-47","1.283479089971441e-49"
"group_7634","dasR","HTH-type transcriptional repressor DasR","167","118","38","430","81.46341463414633","78.46715328467153","16.01471900089206","6.623243794596591e-52","2.5739250034561272e-47","1.979942310350867e-49"
"pfeA","","Ferric enterobactin receptor","5","316","200","232","2.4390243902439024","42.33576642335766","0.018354430379746836","7.068808249982841e-52","2.7470802621083316e-47","2.0970078336704822e-49"
"group_8366","","hypothetical protein","2","297","203","251","0.975609756097561","45.8029197080292","0.008326284188353154","1.1456300070079232e-51","4.452147333234191e-47","3.372838888813781e-49"
"group_14346","","hypothetical protein","0","281","205","267","0.0","48.722627737226276","0.0","1.1730149817113533e-51","4.558570821926661e-47","3.4274968585914746e-49"
"bcsG","","Cellulose biosynthesis protein BcsG","143","69","62","479","69.7560975609756","87.40875912408758","16.011453950444132","1.9307079112948495e-51","7.503117084874044e-47","5.599341108114958e-49"
"group_8699","mglA_2","Galactose/methyl galactoside import ATP-binding protein MglA","2","294","203","254","0.975609756097561","46.35036496350365","0.008511779095874803","4.522068893840494e-51","1.757366413524293e-46","1.3017528989068836e-48"
"group_17139","","hypothetical protein","139","63","66","485","67.8048780487805","88.5036496350365","16.213323713323714","4.915062089506014e-51","1.910091429223827e-46","1.4044789920763433e-48"
"group_8101","yphF","ABC transporter periplasmic-binding protein YphF","3","300","202","248","1.4634146341463417","45.25547445255474","0.012277227722772278","5.728816905016388e-51","2.2263328256274684e-46","1.6250604566623858e-48"
"flhA_2","","Flagellar biosynthesis protein FlhA","86","514","119","34","41.951219512195124","6.204379562043796","0.04780433574207893","7.64739578676497e-51","2.9719309506526026e-46","2.1535731526468135e-48"
"mlrA","","HTH-type transcriptional regulator MlrA","205","271","0","277","100.0","50.54744525547446","inf","1.1291244405592256e-50","4.388003400901262e-46","3.134288143500902e-48"
"group_16785","mlrA","HTH-type transcriptional regulator MlrA","0","277","205","271","0.0","49.45255474452554","0.0","1.1291244405592256e-50","4.388003400901262e-46","3.134288143500902e-48"
"group_40614","","hypothetical protein","4","305","201","243","1.951219512195122","44.34306569343065","0.015855150477122583","1.3013029054819075e-50","5.057123351283789e-46","3.5866123058750274e-48"
"mglA_2","","Galactose/methyl galactoside import ATP-binding protein MglA","202","250","3","298","98.53658536585365","54.379562043795616","80.26133333333334","1.860508587879827e-50","7.230308474218584e-46","5.091766531139848e-48"
"group_12739","","hypothetical protein","138","63","67","485","67.31707317073172","88.5036496350365","15.856432125088842","2.7905432250427723e-50","1.0844609081161222e-45","7.583642714098757e-48"
"macA_2","","Macrolide export protein MacA","9","329","196","219","4.390243902439024","39.96350364963504","0.030565721729421253","3.853546834836875e-50","1.4975653709543065e-45","1.0328037041064182e-47"
"macB_2","","Macrolide export ATP-binding/permease protein MacB","9","329","196","219","4.390243902439024","39.96350364963504","0.030565721729421253","3.853546834836875e-50","1.4975653709543065e-45","1.0328037041064182e-47"
"mntB_3","","Manganese transport system membrane protein MntB","4","302","201","246","1.951219512195122","44.89051094890511","0.01621033903331027","6.063705755364744e-50","2.356477330649847e-45","1.6140255689382512e-47"
"yehR","","putative lipoprotein YehR","28","396","177","152","13.658536585365855","27.73722627737226","0.06072019631341665","1.0653953685657627e-49","4.140339481320267e-45","2.8165574702858957e-47"
"cvaC","","Colicin-V","1","281","204","267","0.4878048780487805","48.722627737226276","0.004657734980113041","1.1103630781796708e-49","4.3150929944218365e-45","2.915603374609349e-47"
"group_6419","","hypothetical protein","160","108","45","440","78.04878048780488","80.2919708029197","14.48559670781893","1.2136875427415508e-49","4.716632528602215e-45","3.165525186981352e-47"
"hmp","","Flavohemoprotein","202","254","3","294","98.53658536585365","53.64963503649635","77.93700787401575","1.9136262750080402e-49","7.436734429936246e-45","4.9578229532908305e-47"
"mshA_2","","D-inositol-3-phosphate glycosyltransferase","16","355","189","193","7.804878048780488","35.21897810218978","0.04602429391161786","2.594839895082158e-49","1.0084066800268283e-44","6.678189933952505e-47"
"group_4407","ydgA_2","hypothetical protein","4","298","201","250","1.951219512195122","45.62043795620438","0.016695048248689438","6.2846015052754055e-49","2.442321836980128e-44","1.6067906822237683e-46"
"yihG","","putative acyltransferase YihG","201","251","4","297","98.04878048780488","54.1970802919708","59.45916334661354","1.518257377518036e-48","5.900251820510591e-44","3.8313323509809036e-46"
"iucB","","N(6)-hydroxylysine O-acetyltransferase","4","297","201","251","1.951219512195122","45.8029197080292","0.01681826557448448","1.518257377518036e-48","5.900251820510591e-44","3.8313323509809036e-46"
"fliD","","Flagellar hook-associated protein 2","14","344","191","204","6.829268292682928","37.22627737226277","0.043467673201022766","1.5356989098782844e-48","5.968033103568989e-44","3.850343937786444e-46"
"group_10870","yehR","putative lipoprotein YehR","176","153","29","395","85.85365853658537","72.08029197080292","15.66824430921794","1.7964794060842488e-48","6.981478267924608e-44","4.475306582002954e-46"
"group_4470","","hypothetical protein","39","422","166","126","19.024390243902438","22.99270072992701","0.07014789013875407","1.9807888876088683e-48","7.697741775025584e-44","4.903020238869799e-46"
"group_39327","","hypothetical protein","173","145","32","403","84.39024390243902","73.54014598540147","15.025646551724138","2.6029021928666018e-48","1.0115398501918188e-43","6.402150950581131e-46"
